depotCity,depotCountry,gglCountryAscii,depotGglAddressAscii,depotGglLat,depotGglLong,emdatCity,emdatCountry,gglCountryAscii,disasterGglAddressAscii,disasterGglLat,disasterGglLong,drivingTime_hrs,distance_km
Antalaha,Madagascar,Madagascar,"Antalaha, Madagascar",-14.8833,50.2833,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,48,2364
Sambava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,47,2286
Antsohihy,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,33,1696
Manakara,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,15,521
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Alaotra-Mangoro,Madagascar,Madagascar,"Ambatondrazaka, Madagascar",-17.8237,48.4263,26,1262
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Amoron'i Mania,Madagascar,Madagascar,"Ambositra, Madagascar",-20.5167,47.25,15,744
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Analamanga,Madagascar,Madagascar,"Antananarivo, Madagascar",-18.9085,47.5375,21,1000
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Analanjirofo,Madagascar,Madagascar,"Fenoarivo Atsinanana, Madagascar",-17.3843,49.4098,30,1349
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Androy,Madagascar,Madagascar,"Ambovombe-Androy, Madagascar",-25.17613271,46.08937803,0,0
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Anosy,Madagascar,Madagascar,"Taolagnaro, Madagascar",-25.0316,46.99,3,107
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Atsimo-Andrefana,Madagascar,Madagascar,"Toliara, Madagascar",-23.35,43.6667,11,499
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Atsimo-Atsinanana,Madagascar,Madagascar,"Farafangana, Madagascar",-22.8167,47.8167,13,420
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Atsinanana,Madagascar,Madagascar,"Toamasina, Madagascar",-18.1499,49.4023,27,1252
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Betsiboka,Madagascar,Madagascar,"Maevatanana, Madagascar",-16.9504,46.8281,26,1317
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Boeny,Madagascar,Madagascar,"Mahajanga, Madagascar",-15.7167,46.3167,31,1572
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Bongolava,Madagascar,Madagascar,"Tsiroanomandidy, Madagascar",-18.7698,46.05,22,1095
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Diana,Madagascar,Madagascar,"Antsiranana, Madagascar",-12.2667,49.2833,45,2120
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Haute Matsiatra,Madagascar,Madagascar,"Fianarantsoa, Madagascar",-21.447,47.0872,12,593
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Ihorombe,Madagascar,Madagascar,"Ihosy, Madagascar",-22.3961,46.1217,9,400
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Itasy,Madagascar,Madagascar,"Miarinarivo, Madagascar",-18.9608,46.9036,21,1019
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Melaky,Madagascar,Madagascar,"Maintirano, Madagascar",-18.0646,44.0295,26,1387
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Menabe,Madagascar,Madagascar,"Morondava, Madagascar",-20.2847,44.3175,19,1059
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Sava,Madagascar,Madagascar,"Sambava, Madagascar",-14.2667,50.1667,47,2286
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Sofia,Madagascar,Madagascar,"Antsohihy, Madagascar",-14.8762,47.9835,33,1696
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Vakinankaratra,Madagascar,Madagascar,"Antsirabe, Madagascar",-19.8667,47.0333,17,835
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Vatovavy,Madagascar,Madagascar,"Mananjary, Madagascar",-21.2367,48.3461,16,791
Ambovombe,Madagascar,Madagascar,"Ambovombe, Madagascar",-25.17613271,46.08937803,Vatovavy-Fitovinany,Madagascar,Madagascar,"Manakara, Madagascar",-22.15,48,15,521
